FULL NAME,GAME_ID,TEAM_ABBRV,CONF,DIVISION,SHOT_CAT,prediction,shot_pt,prob_made,xP,pts
Kevin Durant,22101075,BRO,East,Atlantic,0,0,2,0.461335631,0.922671262,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.462096859,0.924193719,0
Hassan Whiteside,22101075,UTA,West,Northwest,1,1,2,0.717810753,1.435621507,2
Bruce Brown,22101075,BRO,East,Atlantic,0,0,3,0.395354229,1.186062687,0
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,3,0.363517548,1.090552644,3
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.363517548,1.090552644,0
Kevin Durant,22101075,BRO,East,Atlantic,0,0,2,0.461335631,0.922671262,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,1,2,0.507434516,1.014869031,0
Donovan Mitchell,22101075,UTA,West,Northwest,1,1,2,0.676244372,1.352488743,2
Bruce Brown,22101075,BRO,East,Atlantic,0,0,2,0.384495895,0.76899179,0
Bruce Brown,22101075,BRO,East,Atlantic,1,1,2,0.655108339,1.310216678,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,3,0.340616401,1.021849203,0
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,3,0.338066595,1.014199784,3
Trent Forrest,22101075,UTA,West,Northwest,0,1,2,0.757301155,1.514602311,0
Trent Forrest,22101075,UTA,West,Northwest,0,0,2,0.481958293,0.963916586,0
Kevin Durant,22101075,BRO,East,Atlantic,0,0,3,0.381590305,1.144770916,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.407977319,0.815954637,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,3,0.335379746,1.006139238,0
Mike Conley,22101075,UTA,West,Northwest,0,0,3,0.353033188,1.059099565,0
Blake Griffin,22101075,BRO,East,Atlantic,1,1,2,0.900597473,1.801194946,2
Rudy Gay,22101075,UTA,West,Northwest,1,0,2,0.380736512,0.761473025,2
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.438175169,0.876350338,2
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,2,0.436016807,0.872033615,2
Blake Griffin,22101075,BRO,East,Atlantic,1,0,3,0.282767476,0.848302429,3
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,3,0.340616401,1.021849203,3
James Johnson,22101075,BRO,East,Atlantic,0,1,2,0.681255083,1.362510166,0
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.350316943,1.050950829,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.436016807,0.872033615,0
Blake Griffin,22101075,BRO,East,Atlantic,0,0,3,0.280333996,0.841001988,0
Mike Conley,22101075,UTA,West,Northwest,1,0,3,0.377363277,1.132089832,3
Mike Conley,22101075,UTA,West,Northwest,1,1,2,0.519691081,1.039382162,2
Patty Mills,22101075,BRO,East,Atlantic,1,0,3,0.36286978,1.08860934,3
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.309586029,0.928758088,0
Cam Thomas,22101075,BRO,East,Atlantic,1,0,2,0.366027744,0.732055488,2
Donovan Mitchell,22101075,UTA,West,Northwest,0,1,2,0.682437983,1.364875965,0
Patty Mills,22101075,BRO,East,Atlantic,1,0,2,0.430837242,0.861674484,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.449962019,0.899924038,0
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.369101769,1.107305306,0
Blake Griffin,22101075,BRO,East,Atlantic,1,0,2,0.422315324,0.844630649,2
Trent Forrest,22101075,UTA,West,Northwest,0,0,3,0.376979088,1.130937265,0
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,3,0.354568517,1.063705551,3
Kevin Durant,22101075,BRO,East,Atlantic,1,0,3,0.423878893,1.271636679,3
Trent Forrest,22101075,UTA,West,Northwest,1,1,2,0.668321201,1.336642401,2
Patty Mills,22101075,BRO,East,Atlantic,1,0,2,0.364521493,0.729042986,2
Mike Conley,22101075,UTA,West,Northwest,1,0,2,0.448299985,0.896599971,2
Bruce Brown,22101075,BRO,East,Atlantic,1,0,2,0.431280391,0.862560783,2
Donovan Mitchell,22101075,UTA,West,Northwest,1,1,2,0.613256031,1.226512061,2
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.424821888,0.849643777,2
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.36615313,1.09845939,0
Royce O'Neale,22101075,UTA,West,Northwest,0,1,2,0.502255837,1.004511674,0
Kevin Durant,22101075,BRO,East,Atlantic,1,1,2,0.562745645,1.12549129,2
Royce O'Neale,22101075,UTA,West,Northwest,0,0,3,0.355006917,1.065020752,0
Mike Conley,22101075,UTA,West,Northwest,0,0,2,0.34616945,0.6923389,0
Kevin Durant,22101075,BRO,East,Atlantic,0,0,3,0.403910105,1.211730316,0
Bruce Brown,22101075,BRO,East,Atlantic,0,0,2,0.415384138,0.830768275,0
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.373401445,1.120204335,0
Rudy Gobert,22101075,UTA,West,Northwest,0,0,2,0.414056535,0.828113069,0
Bruce Brown,22101075,BRO,East,Atlantic,1,1,2,0.512439156,1.024878312,2
Mike Conley,22101075,UTA,West,Northwest,0,0,2,0.410777285,0.821554571,0
Mike Conley,22101075,UTA,West,Northwest,1,1,2,0.675366858,1.350733715,2
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,3,0.342148634,1.026445902,3
Bruce Brown,22101075,BRO,East,Atlantic,1,0,3,0.335068417,1.005205251,3
Mike Conley,22101075,UTA,West,Northwest,1,0,3,0.374694704,1.124084113,3
Bruce Brown,22101075,BRO,East,Atlantic,0,0,2,0.405365826,0.810731653,0
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.357326444,1.071979331,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.468761834,0.937523668,2
Kevin Durant,22101075,BRO,East,Atlantic,0,0,3,0.378910032,1.136730095,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.469016955,0.938033909,2
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,3,0.329419834,0.988259501,3
Kevin Durant,22101075,BRO,East,Atlantic,0,1,2,0.511713119,1.023426239,0
Trent Forrest,22101075,UTA,West,Northwest,0,0,2,0.39061745,0.7812349,0
Trent Forrest,22101075,UTA,West,Northwest,0,1,2,0.514194287,1.028388574,0
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.357326444,1.071979331,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.383060519,0.766121038,0
Mike Conley,22101075,UTA,West,Northwest,0,1,2,0.602507409,1.205014818,0
Cam Thomas,22101075,BRO,East,Atlantic,0,0,3,0.411749881,1.235249642,0
Hassan Whiteside,22101075,UTA,West,Northwest,1,1,2,0.745894651,1.491789302,2
Kevin Durant,22101075,BRO,East,Atlantic,1,0,3,0.403910105,1.211730316,3
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,2,0.335386812,0.670773624,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,3,0.40117476,1.203524281,3
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,2,0.428269951,0.856539902,2
Cam Thomas,22101075,BRO,East,Atlantic,0,0,2,0.381267007,0.762534013,0
Mike Conley,22101075,UTA,West,Northwest,0,0,3,0.409137872,1.227413616,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.461335631,0.922671262,2
Rudy Gay,22101075,UTA,West,Northwest,0,0,3,0.365415931,1.096247792,0
Bruce Brown,22101075,BRO,East,Atlantic,1,1,2,0.52875108,1.057502161,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,3,0.339497982,1.018493945,0
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.033606817,0.100820451,0
Rudy Gay,22101075,UTA,West,Northwest,1,0,2,0.414227813,0.828455625,2
Rudy Gay,22101075,UTA,West,Northwest,1,1,2,0.863278395,1.72655679,2
Cam Thomas,22101075,BRO,East,Atlantic,1,0,2,0.373034427,0.746068853,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.436016807,0.872033615,0
Patty Mills,22101075,BRO,East,Atlantic,1,0,3,0.352909884,1.058729653,3
Rudy Gay,22101075,UTA,West,Northwest,1,0,3,0.320544441,0.961633324,3
Patty Mills,22101075,BRO,East,Atlantic,1,0,3,0.350316943,1.050950829,3
Rudy Gobert,22101075,UTA,West,Northwest,1,1,2,0.943620696,1.887241392,2
Bruce Brown,22101075,BRO,East,Atlantic,0,0,3,0.379515008,1.138545023,0
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,2,0.497080485,0.99416097,2
James Johnson,22101075,BRO,East,Atlantic,1,1,2,0.637417801,1.274835602,2
Donovan Mitchell,22101075,UTA,West,Northwest,0,1,2,0.523172401,1.046344801,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,1,2,0.586430078,1.172860156,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.445437606,0.890875211,2
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,2,0.409185027,0.818370054,0
Kevin Durant,22101075,BRO,East,Atlantic,1,0,3,0.39828814,1.194864421,3
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,3,0.36615313,1.09845939,3
Bruce Brown,22101075,BRO,East,Atlantic,0,0,3,0.379515008,1.138545023,0
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.364997275,1.094991826,0
Jordan Clarkson,22101075,UTA,West,Northwest,1,0,3,0.344765583,1.034296749,3
Bruce Brown,22101075,BRO,East,Atlantic,1,1,2,0.511321549,1.022643099,2
Donovan Mitchell,22101075,UTA,West,Northwest,1,0,3,0.385462338,1.156387013,3
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.342148634,1.026445902,0
Patty Mills,22101075,BRO,East,Atlantic,0,0,3,0.410090164,1.230270491,0
Jordan Clarkson,22101075,UTA,West,Northwest,0,0,3,0.419852538,1.259557615,0
Kevin Durant,22101075,BRO,East,Atlantic,0,1,2,0.511713119,1.023426239,0
Rudy Gobert,22101075,UTA,West,Northwest,1,1,2,0.963005875,1.92601175,2
Royce O'Neale,22101075,UTA,West,Northwest,0,0,3,0.355006917,1.065020752,0
Kevin Durant,22101075,BRO,East,Atlantic,0,1,2,0.511713119,1.023426239,0
Rudy Gobert,22101075,UTA,West,Northwest,1,1,2,0.903407881,1.806815762,2
Kevin Durant,22101075,BRO,East,Atlantic,1,0,2,0.489694458,0.979388916,2
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.371662426,1.114987278,0
Donovan Mitchell,22101075,UTA,West,Northwest,0,0,3,0.363517548,1.090552644,0
Fred VanVleet,22101076,TOR,East,Atlantic,1,0,2,0.416799782,0.833599564,2
Khem Birch,22101076,TOR,East,Atlantic,0,0,2,0.389712262,0.779424524,0
Fred VanVleet,22101076,TOR,East,Atlantic,1,0,3,0.390165786,1.170497357,3
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.480255992,0.960511983,2
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,3,0.292262809,0.876788428,0
Nikola Vucevic,22101076,CHI,East,Central,1,1,2,0.79573294,1.59146588,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,1,2,0.523671982,1.047343964,0
Khem Birch,22101076,TOR,East,Atlantic,0,0,3,0.333846253,1.001538759,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.447979998,0.895959997,0
Nikola Vucevic,22101076,CHI,East,Central,1,1,2,0.649337519,1.298675038,2
Khem Birch,22101076,TOR,East,Atlantic,0,0,2,0.462702969,0.925405938,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.345165722,1.035497166,0
Scottie Barnes,22101076,TOR,East,Atlantic,1,1,2,0.917291651,1.834583301,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.417971365,0.83594273,2
Pascal Siakam,22101076,TOR,East,Atlantic,0,1,2,0.515440941,1.030881883,0
Pascal Siakam,22101076,TOR,East,Atlantic,0,0,3,0.337750952,1.013252856,0
Javonte Green,22101076,CHI,East,Central,1,1,2,0.545197722,1.090395445,2
Pascal Siakam,22101076,TOR,East,Atlantic,0,1,2,0.515440941,1.030881883,0
DeMar DeRozan,22101076,CHI,East,Central,1,1,2,0.950559412,1.901118824,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Scottie Barnes,22101076,TOR,East,Atlantic,0,0,3,0.325512755,0.976538265,0
Zach LaVine,22101076,CHI,East,Central,0,0,2,0.431638079,0.863276157,0
Fred VanVleet,22101076,TOR,East,Atlantic,1,0,3,0.390165786,1.170497357,3
Nikola Vucevic,22101076,CHI,East,Central,0,0,3,0.306834256,0.920502767,0
Chris Boucher,22101076,TOR,East,Atlantic,1,1,2,0.857829912,1.715659824,2
Zach LaVine,22101076,CHI,East,Central,0,0,3,0.414568659,1.243705977,0
Scottie Barnes,22101076,TOR,East,Atlantic,0,0,2,0.467131921,0.934263841,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.358813961,0.717627922,0
Khem Birch,22101076,TOR,East,Atlantic,1,0,2,0.367958728,0.735917457,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,2,0.419726979,0.839453958,0
Ayo Dosunmu,22101076,CHI,East,Central,0,0,3,0.409220124,1.227660371,0
Pascal Siakam,22101076,TOR,East,Atlantic,1,0,2,0.464144601,0.928289202,2
Zach LaVine,22101076,CHI,East,Central,0,1,2,0.54890907,1.097818141,0
Zach LaVine,22101076,CHI,East,Central,1,0,3,0.384117949,1.152353847,3
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.669426615,1.338853231,2
Chris Boucher,22101076,TOR,East,Atlantic,0,0,3,0.318111472,0.954334415,0
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.514323694,1.028647388,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.427460818,0.854921635,2
Chris Boucher,22101076,TOR,East,Atlantic,1,0,2,0.499013952,0.998027905,2
Coby White,22101076,CHI,East,Central,1,1,2,0.503056113,1.006112226,2
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,3,0.33388243,1.001647291,0
Coby White,22101076,CHI,East,Central,0,0,3,0.349077678,1.047233034,0
Scottie Barnes,22101076,TOR,East,Atlantic,0,1,2,0.504484555,1.008969111,0
Coby White,22101076,CHI,East,Central,0,0,3,0.399883662,1.199650986,0
Precious Achiuwa,22101076,TOR,East,Atlantic,1,0,2,0.46274341,0.925486821,2
Chris Boucher,22101076,TOR,East,Atlantic,0,0,2,0.497895725,0.99579145,0
Javonte Green,22101076,CHI,East,Central,0,1,2,0.545197722,1.090395445,0
Chris Boucher,22101076,TOR,East,Atlantic,1,0,3,0.362824248,1.088472745,3
Ayo Dosunmu,22101076,CHI,East,Central,1,1,2,0.693810219,1.387620437,2
Ayo Dosunmu,22101076,CHI,East,Central,0,0,2,0.418891377,0.837782754,0
Ayo Dosunmu,22101076,CHI,East,Central,0,1,2,0.704778466,1.409556931,0
DeMar DeRozan,22101076,CHI,East,Central,1,0,3,0.352359953,1.057079859,3
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,2,0.385387805,0.770775611,0
Ayo Dosunmu,22101076,CHI,East,Central,1,1,2,0.778221342,1.556442683,2
Zach LaVine,22101076,CHI,East,Central,0,0,2,0.441291436,0.882582872,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.447979998,0.895959997,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.345165722,1.035497166,0
Scottie Barnes,22101076,TOR,East,Atlantic,1,1,2,0.671265056,1.342530113,2
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.657818284,1.315636569,2
Ayo Dosunmu,22101076,CHI,East,Central,1,0,2,0.441988519,0.883977038,2
Chris Boucher,22101076,TOR,East,Atlantic,1,1,2,0.85842587,1.716851741,2
Pascal Siakam,22101076,TOR,East,Atlantic,0,0,2,0.415201661,0.830403322,0
Javonte Green,22101076,CHI,East,Central,1,1,2,0.545197722,1.090395445,2
Zach LaVine,22101076,CHI,East,Central,1,1,2,0.54890907,1.097818141,2
Khem Birch,22101076,TOR,East,Atlantic,1,0,2,0.462702969,0.925405938,2
Nikola Vucevic,22101076,CHI,East,Central,0,0,3,0.304420586,0.913261757,0
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.669426615,1.338853231,2
Nikola Vucevic,22101076,CHI,East,Central,1,0,2,0.478932962,0.957865925,2
Pascal Siakam,22101076,TOR,East,Atlantic,1,0,2,0.442318633,0.884637266,2
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.669426615,1.338853231,2
DeMar DeRozan,22101076,CHI,East,Central,0,0,3,0.347037774,1.041113323,0
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,3,0.329933495,0.989800485,0
Chris Boucher,22101076,TOR,East,Atlantic,0,0,2,0.499013952,0.998027905,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.345165722,1.035497166,0
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.452705334,0.905410667,2
Khem Birch,22101076,TOR,East,Atlantic,1,0,2,0.404253595,0.80850719,2
Chris Boucher,22101076,TOR,East,Atlantic,0,0,3,0.318111472,0.954334415,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.377893673,0.755787346,0
Scottie Barnes,22101076,TOR,East,Atlantic,0,1,2,0.504484555,1.008969111,0
DeMar DeRozan,22101076,CHI,East,Central,0,0,3,0.347037774,1.041113323,0
Fred VanVleet,22101076,TOR,East,Atlantic,1,1,2,0.523671982,1.047343964,2
Nikola Vucevic,22101076,CHI,East,Central,1,0,3,0.304420586,0.913261757,3
Scottie Barnes,22101076,TOR,East,Atlantic,0,0,2,0.43017985,0.8603597,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,2,0.415960427,0.831920855,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.480049319,0.960098638,0
Precious Achiuwa,22101076,TOR,East,Atlantic,1,0,2,0.333540423,0.667080846,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.401828203,0.803656405,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.480255992,0.960511983,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,1,2,0.676682688,1.353365376,0
Fred VanVleet,22101076,TOR,East,Atlantic,1,0,3,0.351979295,1.055937886,3
Pascal Siakam,22101076,TOR,East,Atlantic,0,0,3,0.378152022,1.134456067,0
Zach LaVine,22101076,CHI,East,Central,0,0,3,0.363025562,1.089076685,0
Khem Birch,22101076,TOR,East,Atlantic,0,0,3,0.329897534,0.989692601,0
Javonte Green,22101076,CHI,East,Central,0,0,3,0.40663421,1.219902629,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.339805155,0.679610309,0
Zach LaVine,22101076,CHI,East,Central,1,1,2,0.709351688,1.418703377,2
Zach LaVine,22101076,CHI,East,Central,1,0,2,0.42165243,0.84330486,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.342599555,1.027798664,0
Zach LaVine,22101076,CHI,East,Central,1,1,2,0.54890907,1.097818141,2
Nikola Vucevic,22101076,CHI,East,Central,1,0,2,0.358620853,0.717241707,2
Zach LaVine,22101076,CHI,East,Central,1,1,2,0.782008767,1.564017534,2
Zach LaVine,22101076,CHI,East,Central,1,0,3,0.365811987,1.09743596,3
Fred VanVleet,22101076,TOR,East,Atlantic,1,0,2,0.370930376,0.741860752,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,1,2,0.523671982,1.047343964,0
Zach LaVine,22101076,CHI,East,Central,0,1,2,0.698480659,1.396961317,0
Pascal Siakam,22101076,TOR,East,Atlantic,0,1,2,0.515440941,1.030881883,0
Ayo Dosunmu,22101076,CHI,East,Central,0,1,2,0.543436207,1.086872415,0
Chris Boucher,22101076,TOR,East,Atlantic,1,1,2,0.944059484,1.888118969,2
Zach LaVine,22101076,CHI,East,Central,1,0,3,0.363025562,1.089076685,3
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,3,0.329933495,0.989800485,0
Ayo Dosunmu,22101076,CHI,East,Central,1,0,3,0.363331745,1.089995234,3
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Ayo Dosunmu,22101076,CHI,East,Central,1,0,2,0.414330541,0.828661082,2
Scottie Barnes,22101076,TOR,East,Atlantic,1,0,2,0.376991694,0.753983389,2
Fred VanVleet,22101076,TOR,East,Atlantic,0,0,3,0.345165722,1.035497166,0
Khem Birch,22101076,TOR,East,Atlantic,1,1,2,0.903671393,1.807342785,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.430310441,0.860620882,2
Fred VanVleet,22101076,TOR,East,Atlantic,1,1,2,0.676682688,1.353365376,2
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.480255992,0.960511983,2
Scottie Barnes,22101076,TOR,East,Atlantic,0,0,2,0.376049759,0.752099518,0
Coby White,22101076,CHI,East,Central,0,0,2,0.375665495,0.751330989,0
Coby White,22101076,CHI,East,Central,0,0,2,0.409638566,0.819277133,0
Precious Achiuwa,22101076,TOR,East,Atlantic,1,0,2,0.378104417,0.756208834,2
Zach LaVine,22101076,CHI,East,Central,0,0,2,0.358837601,0.717675202,0
Javonte Green,22101076,CHI,East,Central,1,1,2,0.513070814,1.026141629,2
Zach LaVine,22101076,CHI,East,Central,0,0,2,0.436346396,0.872692792,0
Pascal Siakam,22101076,TOR,East,Atlantic,1,1,2,0.515440941,1.030881883,2
Nikola Vucevic,22101076,CHI,East,Central,1,0,2,0.358620853,0.717241707,2
Khem Birch,22101076,TOR,East,Atlantic,1,1,2,0.903671393,1.807342785,2
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,3,0.292262809,0.876788428,0
Zach LaVine,22101076,CHI,East,Central,1,1,2,0.54890907,1.097818141,2
Chris Boucher,22101076,TOR,East,Atlantic,0,0,3,0.366951264,1.100853793,0
DeMar DeRozan,22101076,CHI,East,Central,1,0,2,0.38748815,0.774976299,2
Zach LaVine,22101076,CHI,East,Central,0,0,3,0.363025562,1.089076685,0
Chris Boucher,22101076,TOR,East,Atlantic,1,0,2,0.499013952,0.998027905,2
Nikola Vucevic,22101076,CHI,East,Central,1,0,3,0.301879192,0.905637575,3
Chris Boucher,22101076,TOR,East,Atlantic,0,0,2,0.466815161,0.933630322,0
DeMar DeRozan,22101076,CHI,East,Central,0,0,3,0.352359953,1.057079859,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.447979998,0.895959997,0
Nikola Vucevic,22101076,CHI,East,Central,0,0,2,0.447979998,0.895959997,0
Precious Achiuwa,22101076,TOR,East,Atlantic,0,0,2,0.46274341,0.925486821,0
Troy Brown Jr.,22101076,CHI,East,Central,1,0,3,0.350099887,1.050299661,3
Troy Brown Jr.,22101076,CHI,East,Central,0,0,3,0.354162616,1.062487849,0
Chris Boucher,22101076,TOR,East,Atlantic,1,0,2,0.466815161,0.933630322,2
Dalano Banton,22101076,TOR,East,Atlantic,0,0,2,0.373984699,0.747969399,0
Tony Bradley,22101076,CHI,East,Central,0,1,2,0.823181788,1.646363576,0
Chris Boucher,22101076,TOR,East,Atlantic,1,0,2,0.466815161,0.933630322,2
Eric Gordon,22101077,HOU,West,Southwest,0,1,2,0.547186387,1.094372775,0
Kevin Porter Jr.,22101077,HOU,West,Southwest,0,0,3,0.338782223,1.01634667,0
Kevin Porter Jr.,22101077,HOU,West,Southwest,1,0,2,0.32953561,0.65907122,2
Jae'Sean Tate,22101077,HOU,West,Southwest,0,1,2,0.586631536,1.173263071,0
Kevin Porter Jr.,22101077,HOU,West,Southwest,1,0,2,0.38748476,0.77496952,2
Corey Kispert,22101077,WAS,East,Southeast,0,0,3,0.335869764,1.007609293,0
Jalen Green,22101077,HOU,West,Southwest,1,0,2,0.399350043,0.798700085,2
Raul Neto,22101077,WAS,East,Southeast,0,1,2,0.663421098,1.326842195,0
Kevin Porter Jr.,22101077,HOU,West,Southwest,0,0,2,0.392904531,0.785809062,0
Jae'Sean Tate,22101077,HOU,West,Southwest,1,0,2,0.498337056,0.996674111,2
Eric Gordon,22101077,HOU,West,Southwest,1,0,3,0.380944561,1.142833684,3
Kentavious Caldwell-Pope,22101077,WAS,East,Southeast,1,0,2,0.399873443,0.799746885,2
Eric Gordon,22101077,HOU,West,Southwest,0,0,3,0.380944561,1.142833684,0
Jae'Sean Tate,22101077,HOU,West,Southwest,0,0,2,0.481121589,0.962243177,0
Kentavious Caldwell-Pope,22101077,WAS,East,Southeast,1,1,2,0.670422987,1.340845974,2
Jalen Green,22101077,HOU,West,Southwest,0,1,2,0.840552274,1.681104547,0
Corey Kispert,22101077,WAS,East,Southeast,1,1,2,0.701907515,1.40381503,2
Kevin Porter Jr.,22101077,HOU,West,Southwest,0,0,3,0.379236011,1.137708034,0
Jae'Sean Tate,22101077,HOU,West,Southwest,0,0,3,0.385250086,1.155750259,0
Kentavious Caldwell-Pope,22101077,WAS,East,Southeast,0,0,3,0.372100436,1.116301309,0
Jae'Sean Tate,22101077,HOU,West,Southwest,0,0,3,0.385250086,1.155750259,0
Raul Neto,22101077,WAS,East,Southeast,0,0,2,0.407329286,0.814658573,0
Eric Gordon,22101077,HOU,West,Southwest,1,0,3,0.441442884,1.324328651,3
Christian Wood,22101077,HOU,West,Southwest,1,0,2,0.416152659,0.832305318,2
Jalen Green,22101077,HOU,West,Southwest,0,0,2,0.32698094,0.653961879,0
Kevin Porter Jr.,22101077,HOU,West,Southwest,0,1,2,0.658854565,1.31770913,0
Daniel Gafford,22101077,WAS,East,Southeast,1,1,2,0.770019808,1.540039615,2
Alperen Sengun,22101077,HOU,West,Southwest,1,0,2,0.306871663,0.613743327,2
Deni Avdija,22101077,WAS,East,Southeast,1,0,2,0.307962294,0.615924588,2
Daniel Gafford,22101077,WAS,East,Southeast,1,1,2,0.897575192,1.795150385,2
Daniel Gafford,22101077,WAS,East,Southeast,1,1,2,0.711545978,1.423091955,2
Kenyon Martin Jr.,22101077,HOU,West,Southwest,1,0,3,0.348541953,1.04562586,3
Garrison Mathews,22101077,HOU,West,Southwest,0,0,3,0.350285655,1.050856964,0
Deni Avdija,22101077,WAS,East,Southeast,0,0,2,0.388971052,0.777942105,0
Corey Kispert,22101077,WAS,East,Southeast,1,0,2,0.486946659,0.973893319,2
Alperen Sengun,22101077,HOU,West,Southwest,0,0,2,0.306871663,0.613743327,0
Garrison Mathews,22101077,HOU,West,Southwest,0,0,3,0.417294134,1.251882401,0
Kenyon Martin Jr.,22101077,HOU,West,Southwest,1,1,2,0.92561692,1.85123384,2
Deni Avdija,22101077,WAS,East,Southeast,1,0,2,0.369468805,0.73893761,2
Kenyon Martin Jr.,22101077,HOU,West,Southwest,0,1,2,0.685006259,1.370012518,0
Alperen Sengun,22101077,HOU,West,Southwest,0,0,2,0.306871663,0.613743327,0
Alperen Sengun,22101077,HOU,West,Southwest,0,0,2,0.470331903,0.940663806,0
Corey Kispert,22101077,WAS,East,Southeast,1,0,3,0.335869764,1.007609293,3
Garrison Mathews,22101077,HOU,West,Southwest,1,0,3,0.353028489,1.059085468,3
Kenyon Martin Jr.,22101077,HOU,West,Southwest,0,1,2,0.899006444,1.798012889,0
Kenyon Martin Jr.,22101077,HOU,West,Southwest,0,0,3,0.351278516,1.053835549,0
Christian Wood,22101077,HOU,West,Southwest,1,0,3,0.34057795,1.021733849,3
